Fixture ID,League,League Logo,League Flag,Home Team,Home Logo,Away Team,Away Logo,Home Score,Away Score
1526249,Iraqi League,https://media.api-sports.io/football/leagues/542.png,https://media.api-sports.io/flags/iq.svg,Duhok,https://media.api-sports.io/football/teams/20463.png,Newroz,https://media.api-sports.io/football/teams/25062.png,,
1528168,Paranaense U20,https://media.api-sports.io/football/leagues/1071.png,https://media.api-sports.io/flags/br.svg,Operário PR U20,https://media.api-sports.io/football/teams/13036.png,Cianorte U20,https://media.api-sports.io/football/teams/23238.png,,
1524397,AFC Champions League,https://media.api-sports.io/football/leagues/17.png,,Al-Duhail SC,https://media.api-sports.io/football/teams/2904.png,Al-Ahli Jeddah,https://media.api-sports.io/football/teams/2929.png,,
1389764,Ligat Ha'al,https://media.api-sports.io/football/leagues/383.png,https://media.api-sports.io/flags/il.svg,Hapoel Tel Aviv,https://media.api-sports.io/football/teams/4501.png,Maccabi Haifa,https://media.api-sports.io/football/teams/4195.png,,
1499033,Division 1,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,Al-Adalah,https://media.api-sports.io/football/teams/2950.png,Al-Faisaly FC,https://media.api-sports.io/football/teams/2930.png,,
1499034,Division 1,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,Al Arabi SC,https://media.api-sports.io/football/teams/2971.png,Jeddah Club,https://media.api-sports.io/football/teams/2947.png,,
1499035,Division 1,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,Al Diriyah,https://media.api-sports.io/football/teams/26738.png,Al Baten,https://media.api-sports.io/football/teams/2926.png,,
1499036,Division 1,https://media.api-sports.io/football/leagues/308.png,https://media.api-sports.io/flags/sa.svg,Al Jabalain,https://media.api-sports.io/football/teams/2958.png,Al Zulfi,https://media.api-sports.io/football/teams/10524.png,,
1509049,League,https://media.api-sports.io/football/leagues/387.png,https://media.api-sports.io/flags/jo.svg,Sama Al Sarhan,https://media.api-sports.io/football/teams/17469.png,Al Hussein,https://media.api-sports.io/football/teams/4532.png,,
1509050,League,https://media.api-sports.io/football/leagues/387.png,https://media.api-sports.io/flags/jo.svg,Shabab Al Ordon,https://media.api-sports.io/football/teams/4539.png,Al Jazeera,https://media.api-sports.io/football/teams/4533.png,,
