League,League Logo,League Flag,Home Team,Home Logo,Away Team,Away Logo,Home Score,Away Score
Tercera División RFEF - Group 12,https://media.api-sports.io/football/leagues/450.png,https://media.api-sports.io/flags/es.svg,Marino,https://media.api-sports.io/football/teams/9799.png,Panadería Pulido,https://media.api-sports.io/football/teams/9800.png,0,1
Tercera División RFEF - Group 14,https://media.api-sports.io/football/leagues/452.png,https://media.api-sports.io/flags/es.svg,Moralo,https://media.api-sports.io/football/teams/9836.png,Llerenense,https://media.api-sports.io/football/teams/9833.png,3,0
FKF Premier League,https://media.api-sports.io/football/leagues/276.png,https://media.api-sports.io/flags/ke.svg,Murang'a SEAL,https://media.api-sports.io/football/teams/19486.png,Posta Rangers FC,https://media.api-sports.io/football/teams/2459.png,1,0
Third League - Southwest,https://media.api-sports.io/football/leagues/178.png,https://media.api-sports.io/flags/bg.svg,Bansko,https://media.api-sports.io/football/teams/1407.png,Septemvri Sofia II,https://media.api-sports.io/football/teams/17314.png,1,1
Thai League 2,https://media.api-sports.io/football/leagues/297.png,https://media.api-sports.io/flags/th.svg,Songkhla,https://media.api-sports.io/football/teams/6604.png,Nong Bua Pitchaya,https://media.api-sports.io/football/teams/2796.png,5,2
Thai League 1,https://media.api-sports.io/football/leagues/296.png,https://media.api-sports.io/flags/th.svg,Muangthong United,https://media.api-sports.io/football/teams/2786.png,Port FC,https://media.api-sports.io/football/teams/2789.png,0,0
Amapaense,https://media.api-sports.io/football/leagues/521.png,https://media.api-sports.io/flags/br.svg,Macapá,https://media.api-sports.io/football/teams/7847.png,Ypiranga-PE,https://media.api-sports.io/football/teams/2231.png,0,1
Friendlies Clubs,https://media.api-sports.io/football/leagues/667.png,,Vasalund,https://media.api-sports.io/football/teams/6708.png,Hammarby Talang,https://media.api-sports.io/football/teams/16596.png,1,1
Ligue 1,https://media.api-sports.io/football/leagues/424.png,https://media.api-sports.io/flags/cg.svg,Groupe Bazano,https://media.api-sports.io/football/teams/8575.png,Don Bosco,https://media.api-sports.io/football/teams/8571.png,2,1
Júniores U19,https://media.api-sports.io/football/leagues/1041.png,https://media.api-sports.io/flags/pt.svg,Santa Clara U19,https://media.api-sports.io/football/teams/26301.png,Sporting CP U19,https://media.api-sports.io/football/teams/7997.png,2,1
Third League - Northeast,https://media.api-sports.io/football/leagues/175.png,https://media.api-sports.io/flags/bg.svg,Fratria II,https://media.api-sports.io/football/teams/24545.png,Ludogorets III,https://media.api-sports.io/football/teams/14222.png,0,4
Second League A - Division A Silver,https://media.api-sports.io/football/leagues/1026.png,https://media.api-sports.io/flags/ru.svg,Dinamo Moskva II,https://media.api-sports.io/football/teams/14139.png,Dinamo Kirov,https://media.api-sports.io/football/teams/21538.png,2,2
Super League,https://media.api-sports.io/football/leagues/277.png,https://media.api-sports.io/flags/ke.svg,3K,https://media.api-sports.io/football/teams/24667.png,Soy United,https://media.api-sports.io/football/teams/26664.png,2,1
Super League,https://media.api-sports.io/football/leagues/277.png,https://media.api-sports.io/flags/ke.svg,Fortune Sacco,https://media.api-sports.io/football/teams/19480.png,Vihiga United FC,https://media.api-sports.io/football/teams/2466.png,0,0
Super League,https://media.api-sports.io/football/leagues/277.png,https://media.api-sports.io/flags/ke.svg,Nzoia Sugar,https://media.api-sports.io/football/teams/2469.png,Nairobi City Stars,https://media.api-sports.io/football/teams/2482.png,0,0
Nasjonal U19 Champions League,https://media.api-sports.io/football/leagues/823.png,https://media.api-sports.io/flags/no.svg,Haugesund U19,https://media.api-sports.io/football/teams/16556.png,Åsane U19,https://media.api-sports.io/football/teams/16569.png,5,4
U19 Bundesliga,https://media.api-sports.io/football/leagues/488.png,https://media.api-sports.io/flags/de.svg,Hannover 96 U19,https://media.api-sports.io/football/teams/10258.png,BAK 07 U19,https://media.api-sports.io/football/teams/19441.png,2,1
U19 Bundesliga,https://media.api-sports.io/football/leagues/488.png,https://media.api-sports.io/flags/de.svg,Karlsruher SC U19,https://media.api-sports.io/football/teams/10263.png,SGV Freiberg Fussball U19,https://media.api-sports.io/football/teams/27468.png,3,0
Svenska Cupen,https://media.api-sports.io/football/leagues/115.png,https://media.api-sports.io/flags/se.svg,IFK Varnamo,https://media.api-sports.io/football/teams/2163.png,Kalmar FF,https://media.api-sports.io/football/teams/374.png,1,2
Svenska Cupen,https://media.api-sports.io/football/leagues/115.png,https://media.api-sports.io/flags/se.svg,IF Brommapojkarna,https://media.api-sports.io/football/teams/371.png,Falkenbergs FF,https://media.api-sports.io/football/teams/812.png,4,1
Svenska Cupen,https://media.api-sports.io/football/leagues/115.png,https://media.api-sports.io/flags/se.svg,Halmstad,https://media.api-sports.io/football/teams/766.png,Varbergs BoIS FC,https://media.api-sports.io/football/teams/2171.png,1,0
Superliga,https://media.api-sports.io/football/leagues/664.png,https://media.api-sports.io/flags/xk.svg,Ballkani,https://media.api-sports.io/football/teams/12733.png,Drenica Skënderaj,https://media.api-sports.io/football/teams/14392.png,1,0
Ligue 1,https://media.api-sports.io/football/leagues/202.png,https://media.api-sports.io/flags/tn.svg,Club Africain,https://media.api-sports.io/football/teams/988.png,ES Metlaoui,https://media.api-sports.io/football/teams/984.png,5,0
Ligue 1,https://media.api-sports.io/football/leagues/202.png,https://media.api-sports.io/flags/tn.svg,CS Sfaxien,https://media.api-sports.io/football/teams/983.png,AS Gabes,https://media.api-sports.io/football/teams/987.png,1,0
Ligue 1,https://media.api-sports.io/football/leagues/202.png,https://media.api-sports.io/flags/tn.svg,Olympique Béja,https://media.api-sports.io/football/teams/10625.png,ES Tunis,https://media.api-sports.io/football/teams/980.png,0,3
Premier League,https://media.api-sports.io/football/leagues/962.png,https://media.api-sports.io/flags/ls.svg,Limkokwing University,https://media.api-sports.io/football/teams/25064.png,LMPS,https://media.api-sports.io/football/teams/20978.png,0,0
Liga E Pare,https://media.api-sports.io/football/leagues/1195.png,https://media.api-sports.io/flags/xk.svg,Prizreni,https://media.api-sports.io/football/teams/15578.png,FC Besa Peja,https://media.api-sports.io/football/teams/25421.png,0,3
Liga E Pare,https://media.api-sports.io/football/leagues/1195.png,https://media.api-sports.io/flags/xk.svg,Trepça'89,https://media.api-sports.io/football/teams/3885.png,Ramiz Sadiku,https://media.api-sports.io/football/teams/15579.png,0,2
Liga E Pare,https://media.api-sports.io/football/leagues/1195.png,https://media.api-sports.io/flags/xk.svg,Vjosa,https://media.api-sports.io/football/teams/20690.png,Tefik Canga,https://media.api-sports.io/football/teams/26793.png,2,1
Primeira Divisão,https://media.api-sports.io/football/leagues/969.png,https://media.api-sports.io/flags/mo.svg,Artilheiros,https://media.api-sports.io/football/teams/27372.png,Chiba,https://media.api-sports.io/football/teams/25715.png,1,4
Premier League,https://media.api-sports.io/football/leagues/425.png,https://media.api-sports.io/flags/sy.svg,Al Karama,https://media.api-sports.io/football/teams/9111.png,Foutoua,https://media.api-sports.io/football/teams/9114.png,1,0
1a Divisió,https://media.api-sports.io/football/leagues/312.png,https://media.api-sports.io/flags/ad.svg,Ranger's,https://media.api-sports.io/football/teams/3353.png,UE Santa Coloma,https://media.api-sports.io/football/teams/703.png,1,2
Oberliga - Bremen,https://media.api-sports.io/football/leagues/749.png,https://media.api-sports.io/flags/de.svg,Sebaldsbrück,https://media.api-sports.io/football/teams/26192.png,Union Bremen,https://media.api-sports.io/football/teams/16095.png,1,2
V.League 1,https://media.api-sports.io/football/leagues/340.png,https://media.api-sports.io/flags/vn.svg,Ho Chi Minh,https://media.api-sports.io/football/teams/3672.png,Binh Duong,https://media.api-sports.io/football/teams/3668.png,0,1
V.League 1,https://media.api-sports.io/football/leagues/340.png,https://media.api-sports.io/flags/vn.svg,Viettel,https://media.api-sports.io/football/teams/3681.png,Ha Noi,https://media.api-sports.io/football/teams/3670.png,1,0
A Lyga,https://media.api-sports.io/football/leagues/362.png,https://media.api-sports.io/flags/lt.svg,Suduva Marijampole,https://media.api-sports.io/football/teams/612.png,Šiauliai,https://media.api-sports.io/football/teams/3870.png,0,0
Jupiler Pro League,https://media.api-sports.io/football/leagues/144.png,https://media.api-sports.io/flags/be.svg,Genk,https://media.api-sports.io/football/teams/742.png,Gent,https://media.api-sports.io/football/teams/631.png,3,0
2. Bundesliga,https://media.api-sports.io/football/leagues/79.png,https://media.api-sports.io/flags/de.svg,Eintracht Braunschweig,https://media.api-sports.io/football/teams/744.png,Preußen Münster,https://media.api-sports.io/football/teams/1313.png,1,2
2. Bundesliga,https://media.api-sports.io/football/leagues/79.png,https://media.api-sports.io/flags/de.svg,Hertha BSC,https://media.api-sports.io/football/teams/159.png,1. FC Nürnberg,https://media.api-sports.io/football/teams/171.png,2,1
2. Bundesliga,https://media.api-sports.io/football/leagues/79.png,https://media.api-sports.io/flags/de.svg,1. FC Magdeburg,https://media.api-sports.io/football/teams/179.png,Karlsruher SC,https://media.api-sports.io/football/teams/785.png,1,3
3. Liga,https://media.api-sports.io/football/leagues/80.png,https://media.api-sports.io/flags/de.svg,Waldhof Mannheim,https://media.api-sports.io/football/teams/4268.png,Alemannia Aachen,https://media.api-sports.io/football/teams/4259.png,2,1
Oberliga - Nordost-Süd,https://media.api-sports.io/football/leagues/755.png,https://media.api-sports.io/flags/de.svg,Union Sandersdorf,https://media.api-sports.io/football/teams/12885.png,Plauen,https://media.api-sports.io/football/teams/12833.png,2,2
Oberliga - Nordost-Süd,https://media.api-sports.io/football/leagues/755.png,https://media.api-sports.io/flags/de.svg,Heiligenstadt,https://media.api-sports.io/football/teams/26170.png,Krieschow,https://media.api-sports.io/football/teams/14713.png,4,3
Oberliga - Nordost-Süd,https://media.api-sports.io/football/leagues/755.png,https://media.api-sports.io/flags/de.svg,Bischofswerdaer FV,https://media.api-sports.io/football/teams/9352.png,VfL Halle,https://media.api-sports.io/football/teams/14812.png,0,3
Oberliga - Nordost-Süd,https://media.api-sports.io/football/leagues/755.png,https://media.api-sports.io/flags/de.svg,Empor Glauchau,https://media.api-sports.io/football/teams/22899.png,SC Freital,https://media.api-sports.io/football/teams/18170.png,1,4
Oberliga - Hamburg,https://media.api-sports.io/football/leagues/745.png,https://media.api-sports.io/flags/de.svg,Buchholz,https://media.api-sports.io/football/teams/12746.png,HEBC,https://media.api-sports.io/football/teams/16078.png,4,0
III Liga - Group 4,https://media.api-sports.io/football/leagues/783.png,https://media.api-sports.io/flags/pl.svg,Pogoń-Sokół Lubaczów,https://media.api-sports.io/football/teams/24323.png,Cracovia Kraków II,https://media.api-sports.io/football/teams/16265.png,3,2
Premier League,https://media.api-sports.io/football/leagues/368.png,https://media.api-sports.io/flags/sg.svg,Tanjong Pagar,https://media.api-sports.io/football/teams/10077.png,Balestier Khalsa,https://media.api-sports.io/football/teams/4201.png,1,4
Premyer Liqa,https://media.api-sports.io/football/leagues/419.png,https://media.api-sports.io/flags/az.svg,Turan,https://media.api-sports.io/football/teams/5499.png,Mil-Muğan,https://media.api-sports.io/football/teams/5570.png,0,0
Second League,https://media.api-sports.io/football/leagues/173.png,https://media.api-sports.io/flags/bg.svg,Marek,https://media.api-sports.io/football/teams/8543.png,Yantra 2019,https://media.api-sports.io/football/teams/8528.png,1,2
Tercera División RFEF - Group 12,https://media.api-sports.io/football/leagues/450.png,https://media.api-sports.io/flags/es.svg,Mensajero,https://media.api-sports.io/football/teams/5269.png,Las Palmas III,https://media.api-sports.io/football/teams/9798.png,3,1
Tercera División RFEF - Group 16,https://media.api-sports.io/football/leagues/454.png,https://media.api-sports.io/flags/es.svg,Berceo,https://media.api-sports.io/football/teams/9863.png,Comillas,https://media.api-sports.io/football/teams/8154.png,1,0
First League,https://media.api-sports.io/football/leagues/236.png,https://media.api-sports.io/flags/ru.svg,Chernomorets,https://media.api-sports.io/football/teams/6791.png,Torpedo Moskva,https://media.api-sports.io/football/teams/3985.png,0,2
Elite Two,https://media.api-sports.io/football/leagues/813.png,https://media.api-sports.io/flags/cm.svg,Sable,https://media.api-sports.io/football/teams/27458.png,Atlantic,https://media.api-sports.io/football/teams/25429.png,1,0
1st Division,https://media.api-sports.io/football/leagues/311.png,https://media.api-sports.io/flags/al.svg,Luftëtari,https://media.api-sports.io/football/teams/17740.png,Skenderbeu Korce,https://media.api-sports.io/football/teams/605.png,0,3
1st Division,https://media.api-sports.io/football/leagues/311.png,https://media.api-sports.io/flags/al.svg,Besa Kavajë,https://media.api-sports.io/football/teams/3322.png,Burreli,https://media.api-sports.io/football/teams/3324.png,1,0
1st Division,https://media.api-sports.io/football/leagues/311.png,https://media.api-sports.io/flags/al.svg,Iliria Fushë-Krujë,https://media.api-sports.io/football/teams/3330.png,FK Kukesi,https://media.api-sports.io/football/teams/577.png,1,1
Primera División - Apertura,https://media.api-sports.io/football/leagues/268.png,https://media.api-sports.io/flags/uy.svg,Liverpool Montevideo,https://media.api-sports.io/football/teams/2358.png,Cerro Largo,https://media.api-sports.io/football/teams/2369.png,2,0
2. SNL,https://media.api-sports.io/football/leagues/374.png,https://media.api-sports.io/flags/si.svg,Jesenice,https://media.api-sports.io/football/teams/19244.png,Krško,https://media.api-sports.io/football/teams/4365.png,1,0
La Liga,https://media.api-sports.io/football/leagues/140.png,https://media.api-sports.io/flags/es.svg,Elche,https://media.api-sports.io/football/teams/797.png,Espanyol,https://media.api-sports.io/football/teams/540.png,2,2
Segunda División,https://media.api-sports.io/football/leagues/141.png,https://media.api-sports.io/flags/es.svg,Real Sociedad II,https://media.api-sports.io/football/teams/9585.png,Deportivo La Coruna,https://media.api-sports.io/football/teams/544.png,2,3
NB II,https://media.api-sports.io/football/leagues/272.png,https://media.api-sports.io/flags/hu.svg,Karcag SE,https://media.api-sports.io/football/teams/17289.png,BVSC,https://media.api-sports.io/football/teams/5071.png,1,3
NB II,https://media.api-sports.io/football/leagues/272.png,https://media.api-sports.io/flags/hu.svg,Kozarmisleny FC,https://media.api-sports.io/football/teams/2420.png,Szeged 2011,https://media.api-sports.io/football/teams/2418.png,2,1
Süper Lig,https://media.api-sports.io/football/leagues/203.png,https://media.api-sports.io/flags/tr.svg,Gençlerbirliği S.K.,https://media.api-sports.io/football/teams/997.png,Kayserispor,https://media.api-sports.io/football/teams/1001.png,0,0
1. Lig,https://media.api-sports.io/football/leagues/204.png,https://media.api-sports.io/flags/tr.svg,Ümraniyespor,https://media.api-sports.io/football/teams/3577.png,Bandırmaspor,https://media.api-sports.io/football/teams/3584.png,1,2
Oberliga - Baden-Württemberg,https://media.api-sports.io/football/leagues/753.png,https://media.api-sports.io/flags/de.svg,TSV Singen,https://media.api-sports.io/football/teams/26167.png,Backnang,https://media.api-sports.io/football/teams/16113.png,1,2
Oberliga - Hessen,https://media.api-sports.io/football/leagues/750.png,https://media.api-sports.io/flags/de.svg,1960 Hanau,https://media.api-sports.io/football/teams/21947.png,Eddersheim,https://media.api-sports.io/football/teams/12755.png,0,3
Regionalliga - Nordost,https://media.api-sports.io/football/leagues/85.png,https://media.api-sports.io/flags/de.svg,BSG Chemie Leipzig,https://media.api-sports.io/football/teams/1651.png,Hallescher FC,https://media.api-sports.io/football/teams/1316.png,0,2
Regionalliga - Nordost,https://media.api-sports.io/football/leagues/85.png,https://media.api-sports.io/flags/de.svg,Hertha Zehlendorf,https://media.api-sports.io/football/teams/12786.png,ZFC Meuselwitz,https://media.api-sports.io/football/teams/9358.png,1,1
Oberliga - Hamburg,https://media.api-sports.io/football/leagues/745.png,https://media.api-sports.io/flags/de.svg,Halstenbek-Rellingen,https://media.api-sports.io/football/teams/17142.png,Curslack-Neuengamme,https://media.api-sports.io/football/teams/14653.png,3,1
Oberliga - Hamburg,https://media.api-sports.io/football/leagues/745.png,https://media.api-sports.io/flags/de.svg,Niendorfer TSV,https://media.api-sports.io/football/teams/12821.png,Harksheide,https://media.api-sports.io/football/teams/19470.png,0,1
Regionalliga - Nord,https://media.api-sports.io/football/leagues/84.png,https://media.api-sports.io/flags/de.svg,St. Pauli II,https://media.api-sports.io/football/teams/9346.png,BW Lohne,https://media.api-sports.io/football/teams/14629.png,1,1
Regionalliga - Nord,https://media.api-sports.io/football/leagues/84.png,https://media.api-sports.io/flags/de.svg,Bremer SV,https://media.api-sports.io/football/teams/1630.png,SSV Jeddeloh,https://media.api-sports.io/football/teams/1655.png,0,0
Regionalliga - Nord,https://media.api-sports.io/football/leagues/84.png,https://media.api-sports.io/flags/de.svg,Werder Bremen II,https://media.api-sports.io/football/teams/1330.png,HSC Hannover,https://media.api-sports.io/football/teams/9339.png,0,0
Regionalliga - SudWest,https://media.api-sports.io/football/leagues/86.png,https://media.api-sports.io/flags/de.svg,FSV Mainz 05 II,https://media.api-sports.io/football/teams/1331.png,TSV Steinbach,https://media.api-sports.io/football/teams/1656.png,3,1
Regionalliga - SudWest,https://media.api-sports.io/football/leagues/86.png,https://media.api-sports.io/flags/de.svg,Freiburg II,https://media.api-sports.io/football/teams/9363.png,SV Sandhausen,https://media.api-sports.io/football/teams/189.png,2,2
Regionalliga - SudWest,https://media.api-sports.io/football/leagues/86.png,https://media.api-sports.io/flags/de.svg,FC Astoria Walldorf,https://media.api-sports.io/football/teams/1626.png,FC 08 Homburg,https://media.api-sports.io/football/teams/1634.png,1,0
Regionalliga - West,https://media.api-sports.io/football/leagues/87.png,https://media.api-sports.io/flags/de.svg,Sportfreunde Siegen,https://media.api-sports.io/football/teams/13935.png,FC Bocholt,https://media.api-sports.io/football/teams/12764.png,0,1
Regionalliga - West,https://media.api-sports.io/football/leagues/87.png,https://media.api-sports.io/flags/de.svg,Borussia Dortmund II,https://media.api-sports.io/football/teams/9367.png,Rot-weiss Oberhausen,https://media.api-sports.io/football/teams/1658.png,1,2
Regionalliga - West,https://media.api-sports.io/football/leagues/87.png,https://media.api-sports.io/flags/de.svg,Fortuna Köln,https://media.api-sports.io/football/teams/1326.png,Bonner SC,https://media.api-sports.io/football/teams/1637.png,0,0
NB III - Southwest,https://media.api-sports.io/football/leagues/634.png,https://media.api-sports.io/flags/hu.svg,Iváncsa,https://media.api-sports.io/football/teams/5104.png,Majosi,https://media.api-sports.io/football/teams/11784.png,0,2
NB III - Southwest,https://media.api-sports.io/football/leagues/634.png,https://media.api-sports.io/flags/hu.svg,Pénzügyőr,https://media.api-sports.io/football/teams/5131.png,MTK Budapest II,https://media.api-sports.io/football/teams/17064.png,0,3
NB III - Southwest,https://media.api-sports.io/football/leagues/634.png,https://media.api-sports.io/flags/hu.svg,Nagykanizsai ULE,https://media.api-sports.io/football/teams/5123.png,Kaposvar,https://media.api-sports.io/football/teams/2407.png,1,2
NB III - Southwest,https://media.api-sports.io/football/leagues/634.png,https://media.api-sports.io/flags/hu.svg,Balatonlelle SE,https://media.api-sports.io/football/teams/5074.png,Siofok,https://media.api-sports.io/football/teams/2413.png,1,1
NB III - Southwest,https://media.api-sports.io/football/leagues/634.png,https://media.api-sports.io/flags/hu.svg,PTE-PEAC,https://media.api-sports.io/football/teams/5127.png,Szekszárd,https://media.api-sports.io/football/teams/5138.png,2,0
NB III - Southwest,https://media.api-sports.io/football/leagues/634.png,https://media.api-sports.io/flags/hu.svg,Dombóvári,https://media.api-sports.io/football/teams/21887.png,Pécsi MFC,https://media.api-sports.io/football/teams/5130.png,0,2
NB III - Southeast,https://media.api-sports.io/football/leagues/1023.png,https://media.api-sports.io/flags/hu.svg,Monori Se,https://media.api-sports.io/football/teams/2411.png,III. Kerületi TUE,https://media.api-sports.io/football/teams/5102.png,2,2
NB III - Southeast,https://media.api-sports.io/football/leagues/1023.png,https://media.api-sports.io/flags/hu.svg,Dunaharaszti MTK,https://media.api-sports.io/football/teams/5085.png,Gyulai Termál,https://media.api-sports.io/football/teams/11729.png,1,2
NB III - Southeast,https://media.api-sports.io/football/leagues/1023.png,https://media.api-sports.io/flags/hu.svg,Martfűi LSE,https://media.api-sports.io/football/teams/21856.png,Szegedi VSE,https://media.api-sports.io/football/teams/7561.png,1,1
NB III - Southeast,https://media.api-sports.io/football/leagues/1023.png,https://media.api-sports.io/flags/hu.svg,Dabas,https://media.api-sports.io/football/teams/5083.png,ESMTK,https://media.api-sports.io/football/teams/5087.png,1,2
NB III - Southeast,https://media.api-sports.io/football/leagues/1023.png,https://media.api-sports.io/flags/hu.svg,Csep-Gól,https://media.api-sports.io/football/teams/21885.png,Hódmezővásárhely,https://media.api-sports.io/football/teams/5101.png,3,0
NB III - Northwest,https://media.api-sports.io/football/leagues/635.png,https://media.api-sports.io/flags/hu.svg,Komárom,https://media.api-sports.io/football/teams/5113.png,MTE 1904,https://media.api-sports.io/football/teams/2412.png,2,2
NB III - Northwest,https://media.api-sports.io/football/leagues/635.png,https://media.api-sports.io/flags/hu.svg,Zsámbéki SK,https://media.api-sports.io/football/teams/15201.png,Bicskei,https://media.api-sports.io/football/teams/7536.png,1,3
NB III - Northwest,https://media.api-sports.io/football/leagues/635.png,https://media.api-sports.io/flags/hu.svg,Pápai Perutz,https://media.api-sports.io/football/teams/5129.png,Veszprém,https://media.api-sports.io/football/teams/7569.png,1,2
NB III - Northwest,https://media.api-sports.io/football/leagues/635.png,https://media.api-sports.io/flags/hu.svg,SC Sopron,https://media.api-sports.io/football/teams/7557.png,Balatonfüredi,https://media.api-sports.io/football/teams/5073.png,1,2
NB III - Northeast,https://media.api-sports.io/football/leagues/633.png,https://media.api-sports.io/flags/hu.svg,Tarpa,https://media.api-sports.io/football/teams/15198.png,DEAC,https://media.api-sports.io/football/teams/5082.png,2,2
NB III - Northeast,https://media.api-sports.io/football/leagues/633.png,https://media.api-sports.io/flags/hu.svg,Putnok VSE,https://media.api-sports.io/football/teams/5128.png,Cigand SE,https://media.api-sports.io/football/teams/2419.png,1,2
NB III - Northeast,https://media.api-sports.io/football/leagues/633.png,https://media.api-sports.io/flags/hu.svg,Füzesabony,https://media.api-sports.io/football/teams/24493.png,Eger,https://media.api-sports.io/football/teams/5089.png,1,2
NB III - Northeast,https://media.api-sports.io/football/leagues/633.png,https://media.api-sports.io/flags/hu.svg,FC Hatvan,https://media.api-sports.io/football/teams/5090.png,Gödöllő,https://media.api-sports.io/football/teams/11701.png,1,4
Super League,https://media.api-sports.io/football/leagues/400.png,https://media.api-sports.io/flags/zm.svg,Mutondo Stars,https://media.api-sports.io/football/teams/21875.png,Prison Leopards,https://media.api-sports.io/football/teams/5212.png,2,0
Super League,https://media.api-sports.io/football/leagues/400.png,https://media.api-sports.io/flags/zm.svg,Red Arrows,https://media.api-sports.io/football/teams/5213.png,ZESCO United,https://media.api-sports.io/football/teams/5214.png,3,1
Super League,https://media.api-sports.io/football/leagues/400.png,https://media.api-sports.io/flags/zm.svg,Power Dynamos,https://media.api-sports.io/football/teams/5211.png,Nchanga Rangers,https://media.api-sports.io/football/teams/5511.png,3,1
Super League,https://media.api-sports.io/football/leagues/400.png,https://media.api-sports.io/flags/zm.svg,Green Buffaloes,https://media.api-sports.io/football/teams/5199.png,Kabwe Warriors,https://media.api-sports.io/football/teams/5201.png,0,2
First League,https://media.api-sports.io/football/leagues/371.png,https://media.api-sports.io/flags/mk.svg,Aresimi,https://media.api-sports.io/football/teams/19753.png,Makedonija GjP,https://media.api-sports.io/football/teams/4196.png,1,1
First League,https://media.api-sports.io/football/leagues/371.png,https://media.api-sports.io/flags/mk.svg,Tikveš,https://media.api-sports.io/football/teams/4348.png,Sileks,https://media.api-sports.io/football/teams/4331.png,0,1
1. Liga Classic - Group 1,https://media.api-sports.io/football/leagues/599.png,https://media.api-sports.io/flags/ch.svg,Coffrane,https://media.api-sports.io/football/teams/17413.png,Stade Payerne,https://media.api-sports.io/football/teams/16339.png,1,1
Derde Divisie - Sunday,https://media.api-sports.io/football/leagues/93.png,https://media.api-sports.io/flags/nl.svg,UDI '19,https://media.api-sports.io/football/teams/3938.png,TOGB,https://media.api-sports.io/football/teams/19739.png,5,1
Derde Divisie - Sunday,https://media.api-sports.io/football/leagues/93.png,https://media.api-sports.io/flags/nl.svg,Gemert,https://media.api-sports.io/football/teams/1230.png,Blauw Geel,https://media.api-sports.io/football/teams/1263.png,2,3
1st League - RS,https://media.api-sports.io/football/leagues/317.png,https://media.api-sports.io/flags/ba.svg,Omarska,https://media.api-sports.io/football/teams/17374.png,Slavija,https://media.api-sports.io/football/teams/3378.png,1,1
Tercera División RFEF - Group 12,https://media.api-sports.io/football/leagues/450.png,https://media.api-sports.io/flags/es.svg,Unión Sur Yaiza,https://media.api-sports.io/football/teams/17605.png,San Miguel,https://media.api-sports.io/football/teams/8379.png,3,0
Gamma Ethniki - Group 1,https://media.api-sports.io/football/leagues/576.png,https://media.api-sports.io/flags/gr.svg,Kilkisiakos,https://media.api-sports.io/football/teams/12366.png,Thermaikos Thermis,https://media.api-sports.io/football/teams/6323.png,1,1
Gamma Ethniki - Group 1,https://media.api-sports.io/football/leagues/576.png,https://media.api-sports.io/flags/gr.svg,Aetos Orfani,https://media.api-sports.io/football/teams/6294.png,Poseidon Nea Michaniona,https://media.api-sports.io/football/teams/12375.png,2,4
Gamma Ethniki - Group 1,https://media.api-sports.io/football/leagues/576.png,https://media.api-sports.io/flags/gr.svg,Panthrakikos,https://media.api-sports.io/football/teams/2090.png,PAO Kristoni,https://media.api-sports.io/football/teams/20056.png,4,0
Gamma Ethniki - Group 1,https://media.api-sports.io/football/leagues/576.png,https://media.api-sports.io/flags/gr.svg,Doxa Dramas,https://media.api-sports.io/football/teams/2104.png,PAOK Dytiko,https://media.api-sports.io/football/teams/26579.png,3,1
Gamma Ethniki - Group 1,https://media.api-sports.io/football/leagues/576.png,https://media.api-sports.io/flags/gr.svg,Xanthi FC,https://media.api-sports.io/football/teams/959.png,Iraklis Therm.,https://media.api-sports.io/football/teams/26578.png,0,3
Gamma Ethniki - Group 2,https://media.api-sports.io/football/leagues/577.png,https://media.api-sports.io/flags/gr.svg,Veria,https://media.api-sports.io/football/teams/961.png,Apollon Pontou,https://media.api-sports.io/football/teams/2102.png,0,3
Gamma Ethniki - Group 2,https://media.api-sports.io/football/leagues/577.png,https://media.api-sports.io/flags/gr.svg,Asteras Kard.,https://media.api-sports.io/football/teams/26582.png,Ermis Exochi,https://media.api-sports.io/football/teams/26583.png,2,5
Gamma Ethniki - Group 2,https://media.api-sports.io/football/leagues/577.png,https://media.api-sports.io/flags/gr.svg,Pierikos,https://media.api-sports.io/football/teams/12384.png,Kozani,https://media.api-sports.io/football/teams/15259.png,0,0
Gamma Ethniki - Group 2,https://media.api-sports.io/football/leagues/577.png,https://media.api-sports.io/flags/gr.svg,Evosmou,https://media.api-sports.io/football/teams/15243.png,Sarakinos,https://media.api-sports.io/football/teams/26584.png,2,4
Gamma Ethniki - Group 2,https://media.api-sports.io/football/leagues/577.png,https://media.api-sports.io/flags/gr.svg,Ethnikos Neou Keramidiou,https://media.api-sports.io/football/teams/5041.png,Akrites Sykeon,https://media.api-sports.io/football/teams/26581.png,1,1
Gamma Ethniki - Group 2,https://media.api-sports.io/football/leagues/577.png,https://media.api-sports.io/flags/gr.svg,Eordaikos,https://media.api-sports.io/football/teams/15479.png,Alexandreia,https://media.api-sports.io/football/teams/24869.png,1,1
Gamma Ethniki - Group 3,https://media.api-sports.io/football/leagues/578.png,https://media.api-sports.io/flags/gr.svg,Anthoupoli,https://media.api-sports.io/football/teams/24871.png,Anagennisi Artas,https://media.api-sports.io/football/teams/12387.png,0,0
Gamma Ethniki - Group 3,https://media.api-sports.io/football/leagues/578.png,https://media.api-sports.io/flags/gr.svg,Lefkimmi,https://media.api-sports.io/football/teams/12389.png,Tilikratis,https://media.api-sports.io/football/teams/5066.png,0,0
Gamma Ethniki - Group 3,https://media.api-sports.io/football/leagues/578.png,https://media.api-sports.io/flags/gr.svg,Nea Selefkia,https://media.api-sports.io/football/teams/20054.png,Trikala,https://media.api-sports.io/football/teams/2091.png,0,0
