League,League Logo,League Flag,Home Team,Home Logo,Away Team,Away Logo,Home Score,Away Score
Serie D - Girone E,https://media.api-sports.io/football/leagues/430.png,https://media.api-sports.io/flags/it.svg,Scandicci,https://media.api-sports.io/football/teams/9504.png,Montevarchi Calcio,https://media.api-sports.io/football/teams/9500.png,1,1
Serie D - Girone E,https://media.api-sports.io/football/leagues/430.png,https://media.api-sports.io/flags/it.svg,Cannara,https://media.api-sports.io/football/teams/9495.png,Prato,https://media.api-sports.io/football/teams/1680.png,0,2
Serie D - Girone F,https://media.api-sports.io/football/leagues/431.png,https://media.api-sports.io/flags/it.svg,Recanatese,https://media.api-sports.io/football/teams/9517.png,Unipomezia,https://media.api-sports.io/football/teams/17834.png,0,2
Serie D - Girone F,https://media.api-sports.io/football/leagues/431.png,https://media.api-sports.io/flags/it.svg,Termoli Calcio,https://media.api-sports.io/football/teams/19987.png,Vigor Senigallia,https://media.api-sports.io/football/teams/19992.png,1,1
Serie D - Girone F,https://media.api-sports.io/football/leagues/431.png,https://media.api-sports.io/flags/it.svg,Sammaurese,https://media.api-sports.io/football/teams/9489.png,Teramo,https://media.api-sports.io/football/teams/1683.png,3,1
Serie D - Girone F,https://media.api-sports.io/football/leagues/431.png,https://media.api-sports.io/flags/it.svg,Ancona,https://media.api-sports.io/football/teams/897.png,Maceratese,https://media.api-sports.io/football/teams/900.png,4,0
Serie D - Girone F,https://media.api-sports.io/football/leagues/431.png,https://media.api-sports.io/flags/it.svg,Notaresco,https://media.api-sports.io/football/teams/9518.png,Fossombrone,https://media.api-sports.io/football/teams/22308.png,1,1
Serie D - Girone F,https://media.api-sports.io/football/leagues/431.png,https://media.api-sports.io/flags/it.svg,Ostia Mare,https://media.api-sports.io/football/teams/9530.png,Castelfidardo Calcio,https://media.api-sports.io/football/teams/17836.png,2,1
Serie D - Girone F,https://media.api-sports.io/football/leagues/431.png,https://media.api-sports.io/flags/it.svg,Atletico Ascoli,https://media.api-sports.io/football/teams/22302.png,Chieti,https://media.api-sports.io/football/teams/9509.png,3,1
Serie D - Girone F,https://media.api-sports.io/football/leagues/431.png,https://media.api-sports.io/flags/it.svg,L'Aquila,https://media.api-sports.io/football/teams/22312.png,Sora,https://media.api-sports.io/football/teams/22318.png,2,3
Serie D - Girone F,https://media.api-sports.io/football/leagues/431.png,https://media.api-sports.io/flags/it.svg,Victor San Marino,https://media.api-sports.io/football/teams/22124.png,Real Giulianova,https://media.api-sports.io/football/teams/9516.png,1,2
Serie D - Girone G,https://media.api-sports.io/football/leagues/432.png,https://media.api-sports.io/flags/it.svg,Scafatese,https://media.api-sports.io/football/teams/24701.png,Flaminia,https://media.api-sports.io/football/teams/9497.png,2,1
Serie D - Girone G,https://media.api-sports.io/football/leagues/432.png,https://media.api-sports.io/flags/it.svg,Montespaccato,https://media.api-sports.io/football/teams/17830.png,Cassino,https://media.api-sports.io/football/teams/9525.png,1,1
Serie D - Girone G,https://media.api-sports.io/football/leagues/432.png,https://media.api-sports.io/flags/it.svg,Albalonga,https://media.api-sports.io/football/teams/1586.png,Valmontone,https://media.api-sports.io/football/teams/26515.png,2,0
Serie D - Girone G,https://media.api-sports.io/football/leagues/432.png,https://media.api-sports.io/flags/it.svg,Olbia,https://media.api-sports.io/football/teams/1697.png,Budoni,https://media.api-sports.io/football/teams/9524.png,1,0
Serie D - Girone G,https://media.api-sports.io/football/leagues/432.png,https://media.api-sports.io/flags/it.svg,Anzio,https://media.api-sports.io/football/teams/22300.png,Atletico Lodigiani,https://media.api-sports.io/football/teams/24762.png,1,1
Serie D - Girone G,https://media.api-sports.io/football/leagues/432.png,https://media.api-sports.io/flags/it.svg,Nocerina,https://media.api-sports.io/football/teams/9548.png,Real Monterotondo,https://media.api-sports.io/football/teams/17846.png,0,1
Serie D - Girone H,https://media.api-sports.io/football/leagues/433.png,https://media.api-sports.io/flags/it.svg,Nola 1925,https://media.api-sports.io/football/teams/9560.png,Francavilla,https://media.api-sports.io/football/teams/9543.png,1,2
Serie D - Girone H,https://media.api-sports.io/football/leagues/433.png,https://media.api-sports.io/flags/it.svg,Afragolese,https://media.api-sports.io/football/teams/17841.png,Real Acerrana,https://media.api-sports.io/football/teams/24698.png,5,2
Serie D - Girone I,https://media.api-sports.io/football/leagues/434.png,https://media.api-sports.io/flags/it.svg,Paternò,https://media.api-sports.io/football/teams/17857.png,Acireale,https://media.api-sports.io/football/teams/9550.png,2,1
Serie D - Girone I,https://media.api-sports.io/football/leagues/434.png,https://media.api-sports.io/flags/it.svg,Vibonese,https://media.api-sports.io/football/teams/1681.png,Savoia,https://media.api-sports.io/football/teams/9564.png,0,2
Serie D - Girone I,https://media.api-sports.io/football/leagues/434.png,https://media.api-sports.io/flags/it.svg,Gelbison,https://media.api-sports.io/football/teams/9544.png,Vigor Lamezia,https://media.api-sports.io/football/teams/26516.png,1,1
Campionato Primavera - 2,https://media.api-sports.io/football/leagues/706.png,https://media.api-sports.io/flags/it.svg,Reggiana U19,https://media.api-sports.io/football/teams/15676.png,Sudtirol U19,https://media.api-sports.io/football/teams/22406.png,0,1
FNL,https://media.api-sports.io/football/leagues/346.png,https://media.api-sports.io/flags/cz.svg,Baník Ostrava II,https://media.api-sports.io/football/teams/8621.png,České Budějovice,https://media.api-sports.io/football/teams/3736.png,2,0
FNL,https://media.api-sports.io/football/leagues/346.png,https://media.api-sports.io/flags/cz.svg,Vlašim,https://media.api-sports.io/football/teams/3730.png,Táborsko,https://media.api-sports.io/football/teams/3726.png,2,1
I Liga,https://media.api-sports.io/football/leagues/107.png,https://media.api-sports.io/flags/pl.svg,Wisla Krakow,https://media.api-sports.io/football/teams/338.png,Znicz Pruszków,https://media.api-sports.io/football/teams/6964.png,1,1
First League,https://media.api-sports.io/football/leagues/355.png,https://media.api-sports.io/flags/me.svg,Bokelj,https://media.api-sports.io/football/teams/3744.png,Jedinstvo,https://media.api-sports.io/football/teams/3747.png,1,4
First League,https://media.api-sports.io/football/leagues/355.png,https://media.api-sports.io/flags/me.svg,Petrovac,https://media.api-sports.io/football/teams/3741.png,Arsenal Tivat,https://media.api-sports.io/football/teams/3742.png,1,0
Nasjonal U19 Champions League,https://media.api-sports.io/football/leagues/823.png,https://media.api-sports.io/flags/no.svg,Strømsgodset U19,https://media.api-sports.io/football/teams/16565.png,Kristiansund U19,https://media.api-sports.io/football/teams/16558.png,8,1
Liga 2,https://media.api-sports.io/football/leagues/275.png,https://media.api-sports.io/flags/id.svg,Persiba Balikpapan,https://media.api-sports.io/football/teams/2457.png,PSIS Semarang,https://media.api-sports.io/football/teams/2451.png,0,0
Liga 2,https://media.api-sports.io/football/leagues/275.png,https://media.api-sports.io/flags/id.svg,Deltras,https://media.api-sports.io/football/teams/15771.png,Barito Putera,https://media.api-sports.io/football/teams/2453.png,0,2
Liga 2,https://media.api-sports.io/football/leagues/275.png,https://media.api-sports.io/flags/id.svg,Persekat,https://media.api-sports.io/football/teams/11130.png,Adhyaksa,https://media.api-sports.io/football/teams/24993.png,1,2
Liga 2,https://media.api-sports.io/football/leagues/275.png,https://media.api-sports.io/flags/id.svg,Persela Lamongan,https://media.api-sports.io/football/teams/2450.png,PSS Sleman,https://media.api-sports.io/football/teams/3882.png,0,1
Liga 2,https://media.api-sports.io/football/leagues/275.png,https://media.api-sports.io/flags/id.svg,Tornado Pekanbaru,https://media.api-sports.io/football/teams/26648.png,Persipura Jayapura,https://media.api-sports.io/football/teams/2440.png,2,1
Srpska Liga - Belgrade,https://media.api-sports.io/football/leagues/572.png,https://media.api-sports.io/flags/rs.svg,Jedinstvo Su,https://media.api-sports.io/football/teams/12318.png,Buducnost Dobanovci,https://media.api-sports.io/football/teams/2628.png,1,0
Ekstraklasa,https://media.api-sports.io/football/leagues/106.png,https://media.api-sports.io/flags/pl.svg,Jagiellonia,https://media.api-sports.io/football/teams/336.png,Legia Warszawa,https://media.api-sports.io/football/teams/339.png,2,2
Liga I,https://media.api-sports.io/football/leagues/283.png,https://media.api-sports.io/flags/ro.svg,Petrolul Ploiesti,https://media.api-sports.io/football/teams/2598.png,Csikszereda,https://media.api-sports.io/football/teams/6230.png,1,1
Premier League,https://media.api-sports.io/football/leagues/847.png,https://media.api-sports.io/flags/sz.svg,Highlanders,https://media.api-sports.io/football/teams/16826.png,Manzini Wanderers,https://media.api-sports.io/football/teams/16818.png,0,0
Serie A,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,Sassuolo,https://media.api-sports.io/football/teams/488.png,Atalanta,https://media.api-sports.io/football/teams/499.png,2,1
Premier League,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb-eng.svg,Brighton,https://media.api-sports.io/football/teams/51.png,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,2,1
Premier League,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb-eng.svg,Fulham,https://media.api-sports.io/football/teams/36.png,Tottenham,https://media.api-sports.io/football/teams/47.png,2,1
Premier League,https://media.api-sports.io/football/leagues/39.png,https://media.api-sports.io/flags/gb-eng.svg,Manchester United,https://media.api-sports.io/football/teams/33.png,Crystal Palace,https://media.api-sports.io/football/teams/52.png,2,1
HNL,https://media.api-sports.io/football/leagues/210.png,https://media.api-sports.io/flags/hr.svg,HNK Rijeka,https://media.api-sports.io/football/teams/561.png,NK Lokomotiva Zagreb,https://media.api-sports.io/football/teams/1017.png,2,0
1. SNL,https://media.api-sports.io/football/leagues/373.png,https://media.api-sports.io/flags/si.svg,Koper,https://media.api-sports.io/football/teams/4374.png,Mura,https://media.api-sports.io/football/teams/4197.png,3,0
Ligue 1,https://media.api-sports.io/football/leagues/61.png,https://media.api-sports.io/flags/fr.svg,Paris FC,https://media.api-sports.io/football/teams/114.png,Nice,https://media.api-sports.io/football/teams/84.png,1,0
2. SNL,https://media.api-sports.io/football/leagues/374.png,https://media.api-sports.io/flags/si.svg,Tabor Sežana,https://media.api-sports.io/football/teams/4362.png,Dravinja,https://media.api-sports.io/football/teams/16302.png,2,0
Premijer Liga,https://media.api-sports.io/football/leagues/315.png,https://media.api-sports.io/flags/ba.svg,Siroki Brijeg,https://media.api-sports.io/football/teams/642.png,Sloga Doboj,https://media.api-sports.io/football/teams/8504.png,1,0
NB II,https://media.api-sports.io/football/leagues/272.png,https://media.api-sports.io/flags/hu.svg,Ajka,https://media.api-sports.io/football/teams/4714.png,Szentlőrinc SE,https://media.api-sports.io/football/teams/5139.png,2,1
NB II,https://media.api-sports.io/football/leagues/272.png,https://media.api-sports.io/flags/hu.svg,Tiszakecske FC,https://media.api-sports.io/football/teams/2415.png,Vasas,https://media.api-sports.io/football/teams/675.png,0,0
FAW Championship,https://media.api-sports.io/football/leagues/111.png,https://media.api-sports.io/flags/gb-wls.svg,Gresford Athletic,https://media.api-sports.io/football/teams/5615.png,Holyhead Hotspur,https://media.api-sports.io/football/teams/6457.png,1,0
FAW Championship,https://media.api-sports.io/football/leagues/111.png,https://media.api-sports.io/flags/gb-wls.svg,Rhyl,https://media.api-sports.io/football/teams/5623.png,Ruthin Town,https://media.api-sports.io/football/teams/5624.png,3,2
FAW Championship,https://media.api-sports.io/football/leagues/111.png,https://media.api-sports.io/flags/gb-wls.svg,Afan Lido,https://media.api-sports.io/football/teams/2200.png,Ammanford AFC,https://media.api-sports.io/football/teams/2188.png,3,1
FAW Championship,https://media.api-sports.io/football/leagues/111.png,https://media.api-sports.io/flags/gb-wls.svg,Newport City,https://media.api-sports.io/football/teams/20364.png,Carmarthen Town,https://media.api-sports.io/football/teams/359.png,4,4
II Liga - East,https://media.api-sports.io/football/leagues/109.png,https://media.api-sports.io/flags/pl.svg,Sandecja Nowy Sącz,https://media.api-sports.io/football/teams/3492.png,Jastrzębie,https://media.api-sports.io/football/teams/3486.png,5,0
Segunda Liga,https://media.api-sports.io/football/leagues/95.png,https://media.api-sports.io/flags/pt.svg,Academico Viseu,https://media.api-sports.io/football/teams/238.png,Maritimo,https://media.api-sports.io/football/teams/214.png,3,1
Super League 1,https://media.api-sports.io/football/leagues/197.png,https://media.api-sports.io/flags/gr.svg,Panserraikos,https://media.api-sports.io/football/teams/2099.png,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,1,2
Super League,https://media.api-sports.io/football/leagues/278.png,https://media.api-sports.io/flags/my.svg,Imigresen,https://media.api-sports.io/football/teams/10430.png,Kuching FA,https://media.api-sports.io/football/teams/10108.png,0,1
Campionato Primavera - 1,https://media.api-sports.io/football/leagues/705.png,https://media.api-sports.io/flags/it.svg,Internazionale U20,https://media.api-sports.io/football/teams/24734.png,Atalanta U20,https://media.api-sports.io/football/teams/24725.png,1,1
Oberliga - Niederrhein,https://media.api-sports.io/football/leagues/751.png,https://media.api-sports.io/flags/de.svg,KFC Uerdingen 05,https://media.api-sports.io/football/teams/1322.png,Büderich,https://media.api-sports.io/football/teams/19657.png,0,1
Oberliga - Niederrhein,https://media.api-sports.io/football/leagues/751.png,https://media.api-sports.io/flags/de.svg,Monheim,https://media.api-sports.io/football/teams/12818.png,Meerbusch,https://media.api-sports.io/football/teams/14553.png,0,1
Oberliga - Niederrhein,https://media.api-sports.io/football/leagues/751.png,https://media.api-sports.io/flags/de.svg,SW Essen,https://media.api-sports.io/football/teams/14523.png,Biemenhorst,https://media.api-sports.io/football/teams/24426.png,4,0
Oberliga - Niederrhein,https://media.api-sports.io/football/leagues/751.png,https://media.api-sports.io/flags/de.svg,Homberg,https://media.api-sports.io/football/teams/9370.png,Sonsbeck,https://media.api-sports.io/football/teams/14555.png,1,2
Oberliga - Westfalen,https://media.api-sports.io/football/leagues/747.png,https://media.api-sports.io/flags/de.svg,Schermbeck,https://media.api-sports.io/football/teams/14779.png,Hiltrup,https://media.api-sports.io/football/teams/14704.png,1,1
Oberliga - Westfalen,https://media.api-sports.io/football/leagues/747.png,https://media.api-sports.io/flags/de.svg,ASC Dortmund,https://media.api-sports.io/football/teams/12726.png,Sprockhovel,https://media.api-sports.io/football/teams/14527.png,8,0
Oberliga - Westfalen,https://media.api-sports.io/football/leagues/747.png,https://media.api-sports.io/flags/de.svg,Victoria Clarholz,https://media.api-sports.io/football/teams/14814.png,Türkspor Dortmund,https://media.api-sports.io/football/teams/20873.png,2,1
Oberliga - Westfalen,https://media.api-sports.io/football/leagues/747.png,https://media.api-sports.io/flags/de.svg,Westfalia Rhynern,https://media.api-sports.io/football/teams/14826.png,Verl II,https://media.api-sports.io/football/teams/24431.png,4,1
Oberliga - Westfalen,https://media.api-sports.io/football/leagues/747.png,https://media.api-sports.io/flags/de.svg,Eintracht Rheine,https://media.api-sports.io/football/teams/14663.png,Arminia II,https://media.api-sports.io/football/teams/26186.png,0,1
Oberliga - Westfalen,https://media.api-sports.io/football/leagues/747.png,https://media.api-sports.io/flags/de.svg,Preußen Münster II,https://media.api-sports.io/football/teams/14753.png,Finnentrop / Bamenohl,https://media.api-sports.io/football/teams/14679.png,3,1
Oberliga - Westfalen,https://media.api-sports.io/football/leagues/747.png,https://media.api-sports.io/flags/de.svg,SG Wattenscheid 09,https://media.api-sports.io/football/teams/1629.png,Ennepetal,https://media.api-sports.io/football/teams/14666.png,1,2
Oberliga - Westfalen,https://media.api-sports.io/football/leagues/747.png,https://media.api-sports.io/flags/de.svg,Erkenschwick,https://media.api-sports.io/football/teams/14667.png,Gievenbeck,https://media.api-sports.io/football/teams/14693.png,2,1
Oberliga - Niedersachsen,https://media.api-sports.io/football/leagues/748.png,https://media.api-sports.io/flags/de.svg,Atlas Delmenhorst,https://media.api-sports.io/football/teams/4260.png,Lupo-Martini,https://media.api-sports.io/football/teams/12811.png,4,0
Oberliga - Niedersachsen,https://media.api-sports.io/football/leagues/748.png,https://media.api-sports.io/flags/de.svg,Germania Egestorf,https://media.api-sports.io/football/teams/1632.png,Wilhelmshaven,https://media.api-sports.io/football/teams/13941.png,2,0
Oberliga - Niedersachsen,https://media.api-sports.io/football/leagues/748.png,https://media.api-sports.io/flags/de.svg,Bersenbrück,https://media.api-sports.io/football/teams/14635.png,Wolfenbuttel,https://media.api-sports.io/football/teams/14539.png,4,4
Oberliga - Niedersachsen,https://media.api-sports.io/football/leagues/748.png,https://media.api-sports.io/flags/de.svg,Holthausen-Biene,https://media.api-sports.io/football/teams/17143.png,Schwarz-Weiß Rehden,https://media.api-sports.io/football/teams/9345.png,1,3
Oberliga - Niedersachsen,https://media.api-sports.io/football/leagues/748.png,https://media.api-sports.io/flags/de.svg,Verden 04,https://media.api-sports.io/football/teams/19721.png,Eintracht Braunschw. II,https://media.api-sports.io/football/teams/24467.png,4,1
1. Division,https://media.api-sports.io/football/leagues/318.png,https://media.api-sports.io/flags/cy.svg,Akritas,https://media.api-sports.io/football/teams/3406.png,Krasava Ypsonas,https://media.api-sports.io/football/teams/3424.png,1,3
First Amateur Division,https://media.api-sports.io/football/leagues/487.png,https://media.api-sports.io/flags/be.svg,Roeselare Daisel,https://media.api-sports.io/football/teams/16980.png,Sporting Hasselt,https://media.api-sports.io/football/teams/5931.png,1,0
First Amateur Division,https://media.api-sports.io/football/leagues/487.png,https://media.api-sports.io/flags/be.svg,Knokke,https://media.api-sports.io/football/teams/5847.png,Diegem Sport,https://media.api-sports.io/football/teams/5776.png,3,0
First Amateur Division,https://media.api-sports.io/football/leagues/487.png,https://media.api-sports.io/flags/be.svg,Oud-Heverlee Leuven II,https://media.api-sports.io/football/teams/19957.png,Dessel Sport,https://media.api-sports.io/football/teams/6216.png,3,0
Campionato,https://media.api-sports.io/football/leagues/404.png,https://media.api-sports.io/flags/sm.svg,Cailungo,https://media.api-sports.io/football/teams/5297.png,Domagnano,https://media.api-sports.io/football/teams/5299.png,1,2
Campionato,https://media.api-sports.io/football/leagues/404.png,https://media.api-sports.io/flags/sm.svg,Libertas,https://media.api-sports.io/football/teams/5303.png,Folgore,https://media.api-sports.io/football/teams/672.png,2,4
Campionato,https://media.api-sports.io/football/leagues/404.png,https://media.api-sports.io/flags/sm.svg,Murata,https://media.api-sports.io/football/teams/5305.png,Cosmos,https://media.api-sports.io/football/teams/5298.png,0,3
Campionato,https://media.api-sports.io/football/leagues/404.png,https://media.api-sports.io/flags/sm.svg,San Marino Academy,https://media.api-sports.io/football/teams/22179.png,Pennarossa,https://media.api-sports.io/football/teams/5306.png,1,1
1. Liga Promotion,https://media.api-sports.io/football/leagues/510.png,https://media.api-sports.io/flags/ch.svg,Biel-Bienne,https://media.api-sports.io/football/teams/12700.png,Vevey Sports,https://media.api-sports.io/football/teams/12697.png,4,1
Serie B,https://media.api-sports.io/football/leagues/136.png,https://media.api-sports.io/flags/it.svg,Catanzaro,https://media.api-sports.io/football/teams/1687.png,Frosinone,https://media.api-sports.io/football/teams/512.png,2,2
Serie B,https://media.api-sports.io/football/leagues/136.png,https://media.api-sports.io/flags/it.svg,Pescara,https://media.api-sports.io/football/teams/525.png,Palermo,https://media.api-sports.io/football/teams/522.png,2,1
Oberliga - Mittelrhein,https://media.api-sports.io/football/leagues/746.png,https://media.api-sports.io/flags/de.svg,Bergisch Gladbach,https://media.api-sports.io/football/teams/9366.png,Siegburger SV,https://media.api-sports.io/football/teams/12853.png,0,1
Oberliga - Mittelrhein,https://media.api-sports.io/football/leagues/746.png,https://media.api-sports.io/flags/de.svg,Hennef 05,https://media.api-sports.io/football/teams/12784.png,Eintracht Hohkeppel,https://media.api-sports.io/football/teams/19465.png,0,1
Oberliga - Mittelrhein,https://media.api-sports.io/football/leagues/746.png,https://media.api-sports.io/flags/de.svg,SSV Merten,https://media.api-sports.io/football/teams/14770.png,TuS BW Königsdorf,https://media.api-sports.io/football/teams/14800.png,3,1
1. Liga Classic - Group 1,https://media.api-sports.io/football/leagues/599.png,https://media.api-sports.io/flags/ch.svg,Portalban / Gletterens,https://media.api-sports.io/football/teams/16337.png,Sion II,https://media.api-sports.io/football/teams/10590.png,0,2
1. Liga Classic - Group 3,https://media.api-sports.io/football/leagues/601.png,https://media.api-sports.io/flags/ch.svg,St. Gallen II,https://media.api-sports.io/football/teams/12718.png,Eschen / Mauren,https://media.api-sports.io/football/teams/12713.png,2,0
Premier League 2 Division One,https://media.api-sports.io/football/leagues/702.png,https://media.api-sports.io/flags/gb-eng.svg,Liverpool U21,https://media.api-sports.io/football/teams/7196.png,Tottenham Hotspur U21,https://media.api-sports.io/football/teams/7202.png,4,2
Second Amateur Division - ACFF,https://media.api-sports.io/football/leagues/148.png,https://media.api-sports.io/flags/be.svg,Aywaille,https://media.api-sports.io/football/teams/5747.png,Jette,https://media.api-sports.io/football/teams/5836.png,1,3
Second Amateur Division - ACFF,https://media.api-sports.io/football/leagues/148.png,https://media.api-sports.io/flags/be.svg,Acren-Lessines,https://media.api-sports.io/football/teams/5737.png,Ostiches,https://media.api-sports.io/football/teams/5893.png,1,3
Second Amateur Division - ACFF,https://media.api-sports.io/football/leagues/148.png,https://media.api-sports.io/flags/be.svg,Sporting Bruxelles,https://media.api-sports.io/football/teams/8444.png,Stade Verviers,https://media.api-sports.io/football/teams/22256.png,1,3
Second Amateur Division - ACFF,https://media.api-sports.io/football/leagues/148.png,https://media.api-sports.io/flags/be.svg,Entité Manageoise,https://media.api-sports.io/football/teams/5793.png,RUS Binche,https://media.api-sports.io/football/teams/20403.png,2,1
Second Amateur Division - ACFF,https://media.api-sports.io/football/leagues/148.png,https://media.api-sports.io/flags/be.svg,Ganshoren,https://media.api-sports.io/football/teams/5806.png,Flénu,https://media.api-sports.io/football/teams/19779.png,0,1
Second Amateur Division - VFV A,https://media.api-sports.io/football/leagues/149.png,https://media.api-sports.io/flags/be.svg,Torhout,https://media.api-sports.io/football/teams/5955.png,Mandel United,https://media.api-sports.io/football/teams/5868.png,2,3
Second Amateur Division - VFV A,https://media.api-sports.io/football/leagues/149.png,https://media.api-sports.io/flags/be.svg,Harelbeke,https://media.api-sports.io/football/teams/5817.png,Oudenaarde,https://media.api-sports.io/football/teams/5894.png,1,1
Second Amateur Division - VFV A,https://media.api-sports.io/football/leagues/149.png,https://media.api-sports.io/flags/be.svg,VW Hamme,https://media.api-sports.io/football/teams/5966.png,Diksmuide,https://media.api-sports.io/football/teams/14157.png,0,1
Second Amateur Division - VFV A,https://media.api-sports.io/football/leagues/149.png,https://media.api-sports.io/flags/be.svg,HO Kalken,https://media.api-sports.io/football/teams/5813.png,Westhoek,https://media.api-sports.io/football/teams/5990.png,2,1
Second Amateur Division - VFV B,https://media.api-sports.io/football/leagues/150.png,https://media.api-sports.io/flags/be.svg,Sint-Truiden II,https://media.api-sports.io/football/teams/24388.png,Bocholt,https://media.api-sports.io/football/teams/5760.png,6,2
Second Amateur Division - VFV B,https://media.api-sports.io/football/leagues/150.png,https://media.api-sports.io/flags/be.svg,Londerzeel,https://media.api-sports.io/football/teams/5862.png,Tongeren,https://media.api-sports.io/football/teams/19787.png,4,1
Second Amateur Division - VFV B,https://media.api-sports.io/football/leagues/150.png,https://media.api-sports.io/flags/be.svg,Rupel Boom,https://media.api-sports.io/football/teams/6225.png,Rotselaar,https://media.api-sports.io/football/teams/21811.png,2,1
Serie D - Girone A,https://media.api-sports.io/football/leagues/426.png,https://media.api-sports.io/flags/it.svg,Sanremese,https://media.api-sports.io/football/teams/9439.png,Asti,https://media.api-sports.io/football/teams/17808.png,0,1
Serie D - Girone C,https://media.api-sports.io/football/leagues/428.png,https://media.api-sports.io/flags/it.svg,San Luigi,https://media.api-sports.io/football/teams/9475.png,Campodarsego,https://media.api-sports.io/football/teams/1592.png,1,2
Serie D - Girone G,https://media.api-sports.io/football/leagues/432.png,https://media.api-sports.io/flags/it.svg,Trastevere,https://media.api-sports.io/football/teams/874.png,Latte Dolce,https://media.api-sports.io/football/teams/9528.png,0,2
Serie D - Girone H,https://media.api-sports.io/football/leagues/433.png,https://media.api-sports.io/flags/it.svg,Gravina,https://media.api-sports.io/football/teams/9546.png,Pompei,https://media.api-sports.io/football/teams/24697.png,2,0
Serie D - Girone H,https://media.api-sports.io/football/leagues/433.png,https://media.api-sports.io/flags/it.svg,Heraclea,https://media.api-sports.io/football/teams/26511.png,Virtus Francavilla,https://media.api-sports.io/football/teams/873.png,1,3
Serie D - Girone H,https://media.api-sports.io/football/leagues/433.png,https://media.api-sports.io/flags/it.svg,Real Normanna,https://media.api-sports.io/football/teams/17858.png,Manfredonia,https://media.api-sports.io/football/teams/22313.png,1,0
Serie D - Girone H,https://media.api-sports.io/football/leagues/433.png,https://media.api-sports.io/flags/it.svg,Città di Fasano,https://media.api-sports.io/football/teams/5604.png,Sarnese,https://media.api-sports.io/football/teams/24700.png,2,1
Serie D - Girone H,https://media.api-sports.io/football/leagues/433.png,https://media.api-sports.io/flags/it.svg,Martina Franca,https://media.api-sports.io/football/teams/19975.png,Ferrandina,https://media.api-sports.io/football/teams/26509.png,1,0
Serie D - Girone H,https://media.api-sports.io/football/leagues/433.png,https://media.api-sports.io/flags/it.svg,Paganese,https://media.api-sports.io/football/teams/890.png,Barletta,https://media.api-sports.io/football/teams/19968.png,0,2
Serie D - Girone H,https://media.api-sports.io/football/leagues/433.png,https://media.api-sports.io/flags/it.svg,Nardò,https://media.api-sports.io/football/teams/9536.png,Fidelis Andria,https://media.api-sports.io/football/teams/1695.png,3,2
Serie D - Girone I,https://media.api-sports.io/football/leagues/434.png,https://media.api-sports.io/flags/it.svg,Nissa,https://media.api-sports.io/football/teams/24694.png,Igea Virtus,https://media.api-sports.io/football/teams/22310.png,1,1
Serie D - Girone I,https://media.api-sports.io/football/leagues/434.png,https://media.api-sports.io/flags/it.svg,Sambiase,https://media.api-sports.io/football/teams/24699.png,AC Palermo,https://media.api-sports.io/football/teams/26521.png,1,2
Serie D - Girone I,https://media.api-sports.io/football/leagues/434.png,https://media.api-sports.io/flags/it.svg,Milazzo,https://media.api-sports.io/football/teams/26522.png,Ragusa,https://media.api-sports.io/football/teams/20303.png,0,1
Serie D - Girone I,https://media.api-sports.io/football/leagues/434.png,https://media.api-sports.io/flags/it.svg,Enna,https://media.api-sports.io/football/teams/24690.png,Gela,https://media.api-sports.io/football/teams/26510.png,6,1
Serie D - Girone I,https://media.api-sports.io/football/leagues/434.png,https://media.api-sports.io/flags/it.svg,CastrumFavara,https://media.api-sports.io/football/teams/24763.png,Messina,https://media.api-sports.io/football/teams/898.png,1,1
Girabola,https://media.api-sports.io/football/leagues/397.png,https://media.api-sports.io/flags/ao.svg,CD Lunda-Sul,https://media.api-sports.io/football/teams/17987.png,1º de Agosto,https://media.api-sports.io/football/teams/4913.png,0,1
Premier League,https://media.api-sports.io/football/leagues/412.png,https://media.api-sports.io/flags/bw.svg,Calendar,https://media.api-sports.io/football/teams/26690.png,Orapa United,https://media.api-sports.io/football/teams/5425.png,0,1
Third NL - Jug,https://media.api-sports.io/football/leagues/214.png,https://media.api-sports.io/flags/hr.svg,Kamen Ivanbegovina,https://media.api-sports.io/football/teams/8585.png,Neretvanac Opuzen,https://media.api-sports.io/football/teams/8587.png,5,1
First League,https://media.api-sports.io/football/leagues/355.png,https://media.api-sports.io/flags/me.svg,Buducnost Podgorica,https://media.api-sports.io/football/teams/579.png,Dečić,https://media.api-sports.io/football/teams/3745.png,0,0
Friendlies Clubs,https://media.api-sports.io/football/leagues/667.png,,Strommen,https://media.api-sports.io/football/teams/2147.png,KA Akureyri,https://media.api-sports.io/football/teams/272.png,1,2
Nasjonal U19 Champions League,https://media.api-sports.io/football/leagues/823.png,https://media.api-sports.io/flags/no.svg,Molde U19,https://media.api-sports.io/football/teams/7962.png,Aalesunds U19,https://media.api-sports.io/football/teams/16552.png,2,1
